OBJECTID,Accident_ID,Date,Time,Street1,Distance,Measurement,Direction,Street2,StatePlaneX,StatePlaneY,Location 1
253,201103230111,03/23/2011,753,GRACE ST,None,None,None,4TH ST,11790479,3722854,"(37.542621, -77.439161)"
101,200911290023,11/29/2009,23,MIDLOTHIAN TPKE,195,Feet,W,ARCADIA ST,11767173,3707931,"(37.502331, -77.520076)"
124,201002120548,02/12/2010,1636,MIDLOTHIAN TPKE,0,Miles,E,CARNATION ST,11767966,3708122,"(37.502833, -77.517335)"
191,201009030965,09/03/2010,2140,MAPLEWOOD AVE,None,None,None,ROWLAND ST,11781568,3723503,"(37.544675, -77.469869)"
695,201503030457,03/03/2015,1845,FRANKLIN ST,None,None,None,LAUREL ST,11787124,3724834,"(37.548162, -77.450656)"
89,200911090430,11/09/2009,1630,DELMONT ST,20,Feet,N,E LADIES MILE ROAD,11793531,3737009,"(37.581399, -77.42808)"
329,201111070407,11/07/2011,1540,HULL ST,10,Feet,W,30TH ST,11784214,3710922,"(37.510045, -77.461221)"
672,201412170216,12/17/2014,1230,ROBINSON ST,None,None,None,HANOVER AVE,11781084,3727336,"(37.555216, -77.471395)"
447,201210230308,10/23/2012,1500,BOWE ST,None,None,None,BROAD ST,11785729,3726825,"(37.553672, -77.455391)"
239,201102020745,02/02/2011,2315,BOULEVARD,50,Feet,S,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
254,201103250472,03/25/2011,1544,34TH ST,247,Feet,N,MOODY AVE,11781650,3711625,"(37.512053, -77.470034)"
126,201002200832,02/20/2010,2333,BROAD ROCK BLVD,None,None,None,WARWICK ROAD,11779308,3701051,"(37.483084, -77.478502)"
633,201408290401,08/29/2014,1604,CALHOUN ST,50,Feet,E,ST PETER ST,11790765,3726934,"(37.553817, -77.438016)"
407,201205210296,05/21/2012,1500,SHAFER ST,None,None,None,BROAD ST,11787110,3725814,"(37.550854, -77.450667)"
33,200905090816,05/09/2009,2055,GERMAN SCHOOL ROAD,300,Feet,S,WESTOVER VILLAGE DR,11771369,3710731,"(37.5099, -77.50551)"
350,201112250462,12/25/2011,2101,MAIN ST,None,None,None,STAFFORD AVE,11781276,3725792,"(37.55097, -77.470791)"
119,201001260410,01/26/2010,1701,2200 RUFFIN ROAD,None,None,None,None,11790788,3699878,"(37.479514, -77.438986)"
47,200907130315,07/13/2009,1330,CHAMBERLAYNE AVE,0,Miles,S,AZALEA AVE,11787025,3744395,"(37.601883, -77.450247)"
200,201009290511,09/29/2010,1746,COMMERCE ROAD,None,None,None,MAURY ST,11791008,3714457,"(37.519545, -77.437662)"
152,201005010726,05/01/2010,1836,CARY ST,None,None,None,BELVIDERE ST,11787616,3723482,"(37.544434, -77.449011)"
693,201503020173,03/02/2015,1130,MARSHALL ST,None,None,None,10TH ST,11792514,3722325,"(37.541106, -77.432163)"
40,200906080497,06/08/2009,1540,NORTH AVE,55,Feet,N,WESTWOOD AVE,11792077,3736185,"(37.579182, -77.43313)"
617,201407250206,07/25/2014,1100,5TH ST,50,Feet,S,CARY ST,11790041,3721712,"(37.539499, -77.440716)"
243,201102190512,02/19/2011,1056,BELVIDERE ST,None,None,None,CUMBERLAND ST,11787613,3722997,"(37.543102, -77.44904)"
682,201501250101,01/25/2015,255,CLARKSON ROAD,100,Feet,E,WARWICK ROAD,11778069,3703201,"(37.489025, -77.482692)"
358,201201140442,01/14/2012,1600,BROAD ST,20,Feet,W,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
413,201206020512,06/02/2012,1900,2924 NORTH AVE,None,None,None,None,11792180,3733187,"(37.570945, -77.432891)"
205,201010090314,10/09/2010,1014,704 E BROOKLAND PARK BLVD,None,None,None,None,11794900,3733161,"(37.570789, -77.423508)"
412,201205280511,05/28/2012,2017,22ND ST,30,Feet,W,HALIFAX AVE,11789363,3709700,"(37.506532, -77.443517)"
106,200912100491,12/10/2009,1540,FOREST HILL AVE,None,None,None,HATHAWAY ROAD,11767065,3720955,"(37.538101, -77.519982)"
585,201403160473,03/16/2014,2104,BROAD ROCK BLVD,200,Feet,W,WALMSLEY BLVD,11778057,3696324,"(37.470139, -77.482989)"
706,201506130181,06/13/2015,745,WARWICK VILLAGE DR,None,None,None,WARWICK ROAD,11772923,3706037,"(37.496964, -77.500324)"
709,201506280355,06/28/2015,1457,CAULDER CT,300,Feet,W,HOLLY SPRING AVE,11784181,3708617,"(37.503716, -77.461422)"
294,201108261026,08/26/2011,2352,CARY ST,2,Feet,E,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
299,201109080130,09/08/2011,708,BROOK ROAD,150,Feet,S,BROOKLAND PARK BLVD,11787426,3733654,"(37.572374, -77.449276)"
580,201403020395,03/02/2014,1720,WICKHAM ST,50,Feet,E,SEMINARY AVE,11788664,3730532,"(37.563763, -77.445125)"
465,201212260136,12/26/2012,1105,CHESTNUT ST,None,None,None,4TH AVE,11794826,3728782,"(37.558766, -77.423935)"
644,201409300407,09/30/2014,1630,FRANKLIN ST,None,None,None,18TH ST,11794096,3719673,"(37.533773, -77.426811)"
365,201201300669,01/30/2012,2300,FOREST HILL AVE,None,None,None,TAYLOR AVE,11778331,3714356,"(37.519651, -77.481374)"
437,201209190530,09/19/2012,2056,CHAMBERLAYNE AVE,None,None,None,LABURNUM AVE,11787948,3738093,"(37.584549, -77.447304)"
96,200911160827,11/16/2009,2320,JEFFERSON DAVIS HWY,None,None,None,SUMMER HILL AVE,11789183,3700398,"(37.480992, -77.444496)"
328,201111010431,11/01/2011,1617,STUART CIR,None,None,None,MONUMENT AVE,11785044,3726368,"(37.552438, -77.457772)"
286,201108020256,08/02/2011,1055,BROAD ST,None,None,None,MEADOW ST,11784210,3727939,"(37.556777, -77.460589)"
445,201210150153,10/15/2012,908,COMMERCE ROAD,None,None,None,EVERETT ST,11790780,3714764,"(37.520395, -77.438436)"
213,201011040124,11/04/2010,808,W LABURNUM AVE,None,None,None,None,11790764,3738331,"(37.585116, -77.437577)"
229,201012180377,12/18/2010,1440,PATTERSON AVE,None,None,None,CHANTECLER AVE,11765711,3738359,"(37.585935, -77.524031)"
74,200910030033,10/03/2009,1,CARY ST,None,None,None,14TH ST,11792463,3719921,"(37.534505, -77.432432)"
189,201009030343,09/03/2010,1238,MAIN ST,None,None,None,25TH ST,11795717,3717966,"(37.529035, -77.421288)"
127,201002240242,02/24/2010,1135,2ND ST,70,Feet,N,BROAD ST,11790184,3723559,"(37.544567, -77.440151)"
38,200906010439,06/01/2009,1545,COWARDIN AVE,5,Feet,N,HULL ST,11787840,3713889,"(37.518083, -77.448607)"
174,201007190120,07/19/2010,808,CARY ST,None,None,None,BELVIDERE ST,11787616,3723482,"(37.544434, -77.449011)"
597,201404300082,04/30/2014,829,OAKWOOD AVE,15,Feet,N,CANEPA ST,11802018,3719865,"(37.53405, -77.399484)"
578,201402270388,02/27/2014,1704,BROAD ST,75,Feet,W,MULBERRY ST,11782004,3729557,"(37.561287, -77.468137)"
307,201109260578,09/26/2011,1750,MIDLOTHIAN TPKE,25,Feet,W,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
532,201310020302,10/02/2013,1312,2401 SHEILA LANE,None,None,None,None,11763615,3718856,"(37.532435, -77.531954)"
34,200905150579,05/15/2009,1732,MAIN ST,None,None,None,STRAWBERRY ST,11781635,3725636,"(37.55053, -77.469558)"
198,201009280408,09/28/2010,1610,BELLS ROAD,250,Feet,E,JEFFERSON DAVIS HWY,11789446,3697490,"(37.472998, -77.443702)"
614,201407180506,07/18/2014,1930,CREIGHTON ROAD,100,Feet,E,KANE ST,11802589,3724256,"(37.546091, -77.397338)"
219,201011290137,11/29/2010,830,FRANKLIN ST,None,None,None,7TH ST,11791033,3721958,"(37.540144, -77.437285)"
335,201111150674,11/15/2011,1900,CARY ST,None,None,None,14TH ST,11792463,3719921,"(37.534505, -77.432432)"
657,201410290101,10/29/2014,745,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
332,201111100645,11/10/2011,1900,BROAD ROCK ROAD,35,Feet,S,HULL ST,11783582,3710397,"(37.508622, -77.46342)"
616,201407200162,07/20/2014,550,GRACE ST,200,Feet,E,ALLISON ST,11783452,3728032,"(37.557056, -77.4632)"
382,201203090116,03/09/2012,331,BOULEVARD,5,Feet,N,FLOYD AVE,11780046,3726814,"(37.553813, -77.474995)"
322,201110230046,10/23/2011,100,12TH ST,20,Feet,S,CARY ST,11791816,3720410,"(37.535868, -77.434645)"
664,201411100490,11/10/2014,1811,BOWE ST,None,None,None,CLAY ST,11786194,3727455,"(37.555388, -77.453763)"
528,201309060361,09/06/2013,1420,RICHMOND ST,None,None,None,GAY ST,11796619,3724628,"(37.547302, -77.417914)"
492,201304110364,04/11/2013,1,BROAD ST,100,Feet,E,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
373,201202150487,02/15/2012,1700,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
217,201011210504,11/21/2010,1733,2700 BAINBRIDGE ST,None,None,None,None,11784732,3712804,"(37.515198, -77.459364)"
158,201005260527,05/26/2010,1630,BROOKLAND PARK BLVD,None,None,None,FENDALL AVE,11791196,3733432,"(37.571649, -77.436277)"
587,201403290070,03/29/2014,217,BROAD ST,None,None,None,18TH ST,11794571,3720309,"(37.535505, -77.425148)"
1,200901120384,01/12/2009,1530,BOULEVARD,5,Feet,N,CARY ST,11779699,3725994,"(37.551571, -77.476222)"
56,200907300205,07/30/2009,930,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
258,201104060452,04/06/2011,1756,KANE ST,None,None,None,FAIRFIELD AVE,11802119,3725125,"(37.548492, -77.398924)"
62,200909030406,09/03/2009,1422,OVERLOOK ST,500,Feet,S,CHESTERMAN AVE,11789959,3707984,"(37.501801, -77.441529)"
115,201001080511,01/08/2010,1830,BROOKLAND PARK BLVD,None,None,None,2ND AVE,11796458,3732859,"(37.569911, -77.418144)"
100,200911280459,11/28/2009,1800,MECHANICSVILLE TPKE,None,None,None,FORD AVE,11797717,3725441,"(37.5495, -77.414095)"
79,200910180242,10/18/2009,1100,REDD ST,None,None,None,MECHANICSVILLE TPKE,11796998,3723912,"(37.545324, -77.416636)"
659,201410310654,10/31/2014,1835,JEFFERSON DAVIS HWY,200,Feet,N,TERMINAL AVE,11789120,3701082,"(37.482872, -77.444687)"
476,201302090191,02/09/2013,840,SHEILA LANE,50,Feet,S,FOREST HILL AVE,11763282,3720479,"(37.536901, -77.533045)"
489,201304030577,04/04/2013,2240,BUNCHE PL,150,Feet,N,NINE MILE ROAD,11802795,3723240,"(37.543294, -77.396669)"
19,200904070454,04/07/2009,1726,THOMPSON ST,None,None,None,FLOYD AVE,11776360,3728409,"(37.558302, -77.48765)"
315,201110100235,10/10/2011,1000,STAFFORD AVE,100,Feet,N,CARY ST,11781101,3725384,"(37.549854, -77.471409)"
4,200901160669,01/16/2009,2159,WALMSLEY BLVD,28,Feet,S,WOODMERE DR,11779551,3696562,"(37.470748, -77.477832)"
359,201201170202,01/17/2012,1113,FRANKLIN ST,10,Feet,E,8TH ST,11791294,3721767,"(37.539611, -77.436392)"
496,201305030512,05/03/2013,1905,NORTHSIDE AVE,None,Feet,None,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
259,201104070625,04/07/2011,1947,COLUMBIA ST,20,Feet,N,ATWELL DR,11789195,3703435,"(37.489332, -77.444338)"
244,201102260337,02/26/2011,1346,NORTH AVE,7,Feet,N,BROOKLAND PARK BLVD,11792224,3733380,"(37.571474, -77.432732)"
321,201110190164,10/19/2011,1010,11 S 12TH ST,None,None,None,None,11791940,3720502,"(37.536117, -77.434213)"
647,201410040451,10/04/2014,1715,NORTH AVE,300,Feet,S,ALMA AVE,11791226,3737525,"(37.582888, -77.436014)"
568,201402110254,02/11/2014,1413,FRANKLIN ST,30,Feet,E,7TH ST,11791033,3721958,"(37.540144, -77.437285)"
705,201506090273,06/09/2015,1251,NORTHSIDE AVE,500,Feet,E,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
142,201004030924,04/03/2010,2305,SEMMES AVE,None,None,None,33RD ST,11782230,3713255,"(37.516512, -77.467973)"
201,201009300640,09/30/2010,1914,4500 MIDLOTHIAN TPKE,None,None,None,None,11778100,3710546,"(37.509195, -77.482312)"
396,201204280065,04/28/2012,125,CARY ST,74,Feet,E,BRUNSWICK ST,11785051,3723664,"(37.545012, -77.457851)"
547,201311080394,11/08/2013,1715,28TH,150,Feet,E,GORDON,0,0,"(21.84882, -111.898764)"
35,200905150588,05/15/2009,1742,29TH ST,25,Feet,E,PURCELL ST,11801740,3723848,"(37.544997, -77.400283)"
283,201107280455,07/28/2011,1450,STOCKTON ST,None,None,None,7TH ST,11790784,3715265,"(37.521771, -77.438403)"
104,200912010354,12/01/2009,1419,8TH ST,15,Feet,S,MAIN ST,11791062,3721451,"(37.538751, -77.437204)"
434,201209080313,09/08/2012,1400,LABURNUM AVE,None,None,None,MONTROSE AVE,11789864,3738181,"(37.584731, -77.440689)"
377,201202200437,02/20/2012,2005,KIMROD ROAD,None,None,None,HEYWOOD ROAD,11773684,3701378,"(37.484147, -77.497872)"
146,201004150290,04/15/2010,1,8TH ST,0,None,S,LEIGH ST,11792521,3723427,"(37.544132, -77.432096)"
559,201401030315,01/03/2014,1545,TERMINAL PL,None,None,None,BROAD ST,11781891,3729640,"(37.561519, -77.468524)"
303,201109220172,09/22/2011,910,BOULEVARD,None,None,None,PARK AVE,11780925,3728885,"(37.559474, -77.471885)"
116,201001120439,01/12/2010,2010,CHAMBERLAYNE AVE,None,None,None,WESTWOOD AVE,11788289,3735761,"(37.578134, -77.446217)"
17,200903270769,03/27/2009,2343,9TH ST,None,None,None,CARY ST,11791092,3720946,"(37.537363, -77.437121)"
632,201408280260,08/28/2014,1250,BROAD ST,75,Feet,W,FOUSHEE ST,11789662,3723941,"(37.545632, -77.441936)"
601,201405080291,05/08/2014,1200,BROAD ST,28,Feet,E,BOWE ST,11785729,3726825,"(37.553672, -77.455391)"
261,201104110219,04/11/2011,1145,2911 JEFFERSON DAVIS HWY,400,Feet,E,JEFFERSON DAVIS HWY,11789172,3701378,"(37.483684, -77.444497)"
621,201407310304,07/31/2014,1333,13TH ST,None,None,None,MAIN ST,11792285,3720555,"(37.536252, -77.433022)"
172,201007110123,07/11/2010,231,CARY ST,10,Feet,W,20TH ST,11794158,3718650,"(37.530962, -77.426637)"
526,201309020192,09/02/2013,1211,CARY ST,200,Feet,E,ROWLAND ST,11782178,3724916,"(37.548537, -77.467712)"
688,201502140558,02/14/2015,2015,FAIRFIELD AVE,None,None,None,23RD ST,11799983,3724932,"(37.54803, -77.4063)"
54,200907240225,07/24/2009,830,BROAD ST,None,None,None,COLLEGE ST,11793215,3721328,"(37.538346, -77.429784)"
53,200907230742,07/23/2009,2140,3206 CHAMBERLAYNE AVE,None,None,None,None,11788272,3735097,"(37.576311, -77.446301)"
663,201411070814,11/08/2014,2205,HARRISON ST,10,Feet,S,GRACE ST,11786398,3725853,"(37.550982, -77.453121)"
409,201205230529,05/23/2012,2000,B100 W HILL ST,None,None,None,None,11791398,3727098,"(37.554248, -77.435826)"
531,201310020250,10/02/2013,1200,18TH ST,None,None,None,BROAD ST,11794571,3720309,"(37.535505, -77.425148)"
615,201407190603,07/19/2014,2147,14TH ST,None,None,None,CANAL ST,11792434,3719788,"(37.534141, -77.432538)"
175,201007190579,07/19/2010,1845,GROVE AVE,None,None,None,WISTERIA AVE,11771498,3731787,"(37.567721, -77.5043)"
266,201105020250,05/02/2011,1215,BROAD ST,80,Feet,W,1ST ST,11789923,3723751,"(37.545102, -77.441044)"
363,201201230506,01/23/2012,1850,7101 JAHNKE ROAD,None,None,None,None,11765486,3712323,"(37.514441, -77.525735)"
290,201108160150,08/16/2011,750,RMA DOWNTOWN EXPRESSWAY WEST,250,Feet,E,PARKWOOD AVE,0,0,"(21.84882, -111.898764)"
316,201110110360,10/11/2011,1525,CARY ST,None,None,None,HARRISON ST,11785635,3723494,"(37.544527, -77.455843)"
133,201003130057,03/13/2010,112,MONUMENT AVE,150,Feet,W,STUART CIR,11785044,3726368,"(37.552438, -77.457772)"
384,201203090471,03/09/2012,1620,MIDLOTHIAN TPKE,300,Feet,None,BEAUFONT HILLS DR,11750000,3710000,"(37.508488, -77.579203)"
156,201005240624,05/24/2010,2038,1809 EVERETT ST,None,None,None,None,11788279,3712849,"(37.515213, -77.447133)"
612,201407010580,07/01/2014,2008,AMBROSE ST,100,Feet,W,DEFORREST ST,11797500,3727576,"(37.55537, -77.414759)"
51,200907190278,07/19/2009,1054,3RD AVE,None,None,None,BROOKLAND PARK BLVD,11796722,3732614,"(37.56923, -77.417243)"
214,201011050393,11/05/2010,1500,9TH ST,60,Feet,W,BROAD ST,11792028,3722201,"(37.54078, -77.433844)"
475,201302090105,02/09/2013,218,HULL ST,180,Feet,W,PLAYN ST,11783980,3710726,"(37.509514, -77.462035)"
399,201205080205,05/08/2012,1102,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
93,200911120310,11/12/2009,1450,MAIN ST,8,Feet,S,HARRISON ST,11785791,3723981,"(37.54586, -77.455286)"
462,201212120166,12/12/2012,1035,BROOKLAND PARK BLVD,200,Feet,E,3000 3RD AVE,11796722,3732614,"(37.56923, -77.417243)"
110,200912190209,12/19/2009,940,IRON BRIDGE ROAD,None,None,None,KENMARE LOOP,11776995,3692797,"(37.460484, -77.486779)"
428,201208120099,08/12/2012,240,B1300 E CARY ST,None,None,None,None,11792195,3720140,"(37.535115, -77.433348)"
264,201104190016,04/19/2011,15,BROAD ROCK BLVD,None,None,None,WARWICK ROAD,11779308,3701051,"(37.483084, -77.478502)"
541,201310160426,10/16/2013,1748,Q ST,None,Feet,W,26TH ST,11798553,3721226,"(37.537898, -77.411379)"
582,201403050390,03/05/2014,1610,W CHARITY ST,55,Feet,W,ST PETER ST,11790409,3726414,"(37.5524, -77.439264)"
128,201003030489,03/03/2010,1850,WESTWOOD AVE,15,Feet,W,CHAMBERLAYNE AVE,11788289,3735761,"(37.578134, -77.446217)"
275,201107060287,07/06/2011,1149,BROAD ST,None,None,None,4TH ST,11790710,3723171,"(37.543485, -77.438352)"
635,201409010381,09/01/2014,1654,MAIN ST,70,Feet,W,21ST ST,11794655,3718760,"(37.531249, -77.424919)"
82,200910250344,10/25/2009,1411,MIDLOTHIAN TPKE,None,None,None,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
643,201409250085,09/25/2014,809,MECHANICSVILLE TPKE,360,Feet,N,FAIRFIELD AVE,11797619,3725237,"(37.548943, -77.414441)"
449,201211010114,11/01/2012,720,1200 OAK ST,None,None,None,None,11789224,3727983,"(37.556745, -77.443291)"
590,201404040382,04/04/2014,1700,27TH ST,None,None,None,SEMMES AVE,11784210,3714260,"(37.519212, -77.461108)"
61,200909020585,09/02/2009,1820,BROAD ROCK BLVD,50,Feet,W,BRYCE LANE,11778985,3700282,"(37.480981, -77.479644)"
130,201003080474,03/08/2010,1555,HULL ST,94,Feet,W,32ND ST,11783033,3709948,"(37.507406, -77.465329)"
81,200910230847,10/23/2009,2206,REDD ST,5,Feet,E,COALTER ST,11796186,3724178,"(37.54608, -77.419426)"
500,201305120260,05/12/2013,1327,CARY ST,100,Feet,W,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
586,201403210490,03/21/2014,1851,MCRAND ST,None,None,None,32ND ST,11782518,3710675,"(37.509418, -77.467077)"
196,201009260141,09/26/2010,1,DOCK ST,50,Feet,W,17TH ST,11793279,3719116,"(37.532269, -77.42965)"
304,201109220543,09/25/2011,1729,BRADY ST,20,Feet,E,COLUMBIA ST,11789175,3703834,"(37.490428, -77.444392)"
251,201103180978,03/18/2011,2316,MAIN ST,70,Feet,E,LOMBARDY ST,11784149,3724541,"(37.547448, -77.460928)"
471,201301040235,01/04/2013,1253,3RD ST,None,None,None,BROAD ST,11790450,3723364,"(37.544023, -77.439241)"
94,200911130782,11/13/2009,1800,RICHMOND HENRICO TPKE,500,Feet,S,DOVE ST,11793328,3730346,"(37.563108, -77.429042)"
317,201110120369,10/12/2011,1540,LYNHAVEN AVE,10,Feet,N,TERMINAL AVE,11790158,3701217,"(37.483211, -77.441105)"
131,201003110793,03/11/2010,2152,BROAD ST,None,None,None,5TH ST,11790972,3722978,"(37.542947, -77.437456)"
209,201010210136,10/21/2010,750,HULL STREET ROAD,100,Feet,W,LINWOOD AVE,11774837,3703154,"(37.488991, -77.493833)"
658,201410300366,10/30/2014,1630,SPOTSYLVANIA ST,0,Miles,S,FAIRFIELD WAY,11797406,3725504,"(37.549683, -77.415165)"
103,200911300481,11/30/2009,1708,BROAD ST,50,Feet,W,23RD ST,11795899,3719317,"(37.532739, -77.420607)"
618,201407260111,07/26/2014,222,MAIN ST,300,Feet,W,15TH ST,11793064,3719950,"(37.534566, -77.430359)"
114,200912290273,12/29/2009,1245,ELLWOOD AVE,75,Feet,W,BOULEVARD,11779872,3726401,"(37.552684, -77.475611)"
45,200907090862,07/09/2009,2300,4208 CHAMBERLAYNE AVE,None,None,None,None,11787394,3740916,"(37.592318, -77.449107)"
224,201012060575,12/06/2010,2100,BOULEVARD,20,Feet,S,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
129,201003040598,03/04/2010,1807,CREIGHTON ROAD,None,Feet,S,NINE MILE ROAD,11801621,3722691,"(37.541824, -77.40074)"
701,201504080338,04/08/2015,1526,BROAD ST,None,None,None,SHAFER ST,11787110,3725814,"(37.550854, -77.450667)"
232,201101040643,01/04/2011,2117,BOULEVARD,None,None,None,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
410,201205240447,05/24/2012,1635,NINE MILE ROAD,None,None,None,CREIGHTON ROAD,11801621,3722691,"(37.541824, -77.40074)"
608,201405200401,05/20/2014,1634,CHARITY ST,None,None,None,HICKORY ST,11790167,3726429,"(37.552449, -77.440098)"
592,201404170442,04/17/2014,1808,MECHANICSVILLE TPKE,150,Feet,N,COOL LANE,11798426,3726936,"(37.553583, -77.41159)"
37,200905290212,05/29/2009,850,MAIN ST,None,None,None,7TH ST,11790798,3721643,"(37.539286, -77.438107)"
638,201409110486,09/11/2014,1940,HAZELHURST AVE,None,None,None,LADIES MILE ROAD,11792749,3736605,"(37.580314, -77.430795)"
313,201110070750,10/07/2011,2134,MIDLOTHIAN TPKE,319,Feet,W,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
593,201404180661,04/18/2014,2313,BROAD ST,100,Feet,E,17TH ST,11794304,3720511,"(37.536068, -77.426061)"
256,201104010380,04/01/2011,1530,BROAD ST,None,None,None,2ND ST,11790184,3723559,"(37.544567, -77.440151)"
569,201402160112,02/16/2014,400,COMMERCE ROAD,500,Feet,S,BELLS ROAD,11793981,3695365,"(37.467022, -77.428159)"
483,201303020080,03/02/2013,143,HULL STREET ROAD,298,Feet,W,WARWICK ROAD,11776430,3704516,"(37.492684, -77.488292)"
314,201110100142,10/10/2011,802,ORCUTT LANE,None,None,None,CHATEAU DR,11773159,3700829,"(37.482655, -77.499701)"
247,201103060684,03/06/2011,1944,BROAD ST,None,None,None,5TH ST,11790972,3722978,"(37.542947, -77.437456)"
583,201403120270,03/12/2014,1306,NINE MILE ROAD,None,None,None,26TH ST,11799315,3722248,"(37.540681, -77.408711)"
357,201201120409,01/12/2012,1524,LEIGH ST,None,None,None,MOZELLE ST,11785982,3728254,"(37.557589, -77.454464)"
424,201208020435,08/02/2012,1712,HULL ST,None,None,None,BLAKE LANE,11783268,3710141,"(37.507929, -77.464512)"
460,201212060461,12/06/2012,1747,OLIVER HILL WAY,None,None,None,BROAD ST,0,0,"(21.84882, -111.898764)"
545,201311010443,11/01/2013,1436,BELT BLVD,100,Feet,N,HULL STREET ROAD,11780646,3708000,"(37.502127, -77.473631)"
39,200906050424,06/05/2009,1450,21ST ST,100,Feet,S,MARSHALL ST,11795606,3720030,"(37.534707, -77.42159)"
11,200903090575,03/09/2009,1644,2011 CHAMBERLAYNE PKWY,None,None,None,None,11789382,3729927,"(37.562079, -77.442671)"
381,201203070183,03/07/2012,1120,BROAD ST,None,None,None,COLLEGE ST,11793215,3721328,"(37.538346, -77.429784)"
194,201009130225,09/13/2010,1027,CHAMBERLAYNE AVE,None,None,None,WESTMINSTER AVE,11787424,3741661,"(37.594363, -77.448975)"
137,201003220165,03/22/2010,811,GRACE ST,None,None,None,ALLEN AVE,11784604,3727200,"(37.554736, -77.459258)"
408,201205230353,05/23/2012,1605,CLOPTON ST,200,Feet,N,HULL ST,11785726,3712161,"(37.513402, -77.455961)"
402,201205110845,05/11/2012,2324,20TH ST,50,Feet,S,BAINBRIDGE ST,11786954,3713930,"(37.518222, -77.45166)"
32,200905090729,05/09/2009,1919,29TH ST,90,Feet,S,CONRAD,0,0,"(21.84882, -111.898764)"
591,201404040394,04/04/2014,1655,2501 SHEILA LANE,None,None,None,None,11763824,3719720,"(37.534802, -77.531203)"
3,200901150300,01/15/2009,1338,HULL STREET ROAD,400,Feet,W,BELT BLVD,11780646,3708000,"(37.502127, -77.473631)"
88,200911080097,11/08/2009,230,3125 W CARY ST,None,None,None,None,11778187,3726609,"(37.553305, -77.481415)"
138,201003230646,03/23/2010,1901,HULL ST,None,None,None,WARWICK ROAD,0,0,"(21.84882, -111.898764)"
640,201409200562,09/20/2014,1946,BROAD ROCK ROAD,20,Feet,N,36TH ST,11782810,3708305,"(37.5029, -77.46616)"
537,201310080236,10/08/2013,1240,BELVIDERE ST,30,Feet,S,BROAD ST,11788092,3725095,"(37.548849, -77.447307)"
13,200903100295,03/10/2009,1200,CHAMBERLAYNE AVE,None,None,S,EDGEHILL ROAD,11788828,3732081,"(37.568012, -77.444499)"
349,201112230389,12/23/2011,1341,2430 SHEILA LANE,None,None,None,None,11763200,3719893,"(37.535294, -77.533349)"
435,201209110405,09/11/2012,1755,LABURNUM AVE,None,None,None,NORTH AVE,11790297,3738201,"(37.584773, -77.439194)"
21,200904140385,04/14/2009,1510,BRUNSWICK ST,None,None,None,MAIN ST,11785229,3724071,"(37.546124, -77.457221)"
514,201307180283,07/18/2013,1342,MIDLOTHIAN TPKE,None,None,None,27TH ST,11784764,3711972,"(37.512912, -77.459285)"
181,201008140811,08/14/2010,2304,BROAD ROCK BLVD,189,Feet,W,WELFORD AVE,11778364,3697915,"(37.474499, -77.481872)"
222,201012010391,12/01/2010,1542,SEMMES AVE,15,Feet,E,26TH ST,11784540,3714428,"(37.519663, -77.459964)"
154,201005160099,05/16/2010,200,HULL ST,None,None,None,34TH ST,11782563,3709562,"(37.50636, -77.466964)"
622,201408020559,08/02/2014,2135,STOCKTON ST,100,Feet,E,BROAD ROCK ROAD,11783607,3709400,"(37.505883, -77.463371)"
347,201112230083,12/23/2011,213,8TH ST,86,Feet,N,CLAY ST,11792231,3723029,"(37.543048, -77.433111)"
426,201208050025,08/05/2012,35,4100 NORTH AVE,None,None,None,None,11789658,3738626,"(37.58596, -77.441382)"
302,201109150148,09/15/2011,1,NORTH AVE,None,None,None,MOSS SIDE AVE,11789367,3738851,"(37.586587, -77.442378)"
385,201203100114,03/10/2012,320,MECHANICSVILLE TPKE,800,Feet,S,MAGNOLIA ST,11799147,3728404,"(37.557592, -77.409045)"
565,201402070140,02/07/2014,830,FRANKLIN ST,None,None,None,MONROE ST,11788180,3724058,"(37.545999, -77.447043)"
278,201107070544,07/07/2011,1720,CHERRY ST,None,None,None,CATHEDRAL PL,0,0,"(21.84882, -111.898764)"
700,201504050272,04/05/2015,1324,LOGANDALE AVE,10,Feet,E,BLAKE LANE,11784031,3709230,"(37.505404, -77.461916)"
